3587	58
782	58
3341	104
526	110
3586	110
771	132
3329	138
269	138
259	146
769	146
770	152
515	152
3598	152
514	156
258	158
513	158
3585	164
270	164
257	180
3331	210
781	210
3342	222
3597	222
3330	224
525	224
3350	2360
5645	2360
518	2404
1538	2404
3343	2436
3853	2436
531	2500
4866	2500
788	2614
5123	2614
789	2666
5379	2666
787	2684
4867	2684
3348	2728
5133	2728
260	2754
1025	2754
517	2758
1282	2758
3334	2782
1549	2782
774	2842
1539	2842
275	2916
4865	2916
3347	2922
4877	2922
786	3012
4611	3012
266	3016
2561	3016
790	3070
5635	3070
778	3076
2563	3076
3588	3080
1038	3080
773	3086
533	3086
1283	3086
5378	3086
785	3104
4355	3104
516	3106
1026	3106
262	3108
1537	3108
268	3150
3073	3150
780	3182
3075	3182
3604	3206
5134	3206
519	3242
1794	3242
277	3244
5377	3244
783	3266
3843	3266
3594	3274
2574	3274
263	3278
1793	3278
272	3286
4097	3286
271	3290
3841	3290
3349	3308
5389	3308
777	3350
2307	3350
784	3378
4099	3378
274	3408
4609	3408
775	3418
1795	3418
520	3422
2050	3422
524	3446
3074	3446
3606	3486
5646	3486
3593	3496
2318	3496
523	3538
2818	3538
528	3564
4098	3564
772	3588
265	3588
1027	3588
2305	3588
522	3600
2562	3600
529	3604
4354	3604
3590	3666
1550	3666
534	3688
5634	3688
3601	3702
4366	3702
527	3706
3842	3706
276	3736
5121	3736
261	3746
1281	3746
3336	3752
2061	3752
3595	3814
2830	3814
273	3818
4353	3818
521	3836
3605	3836
5390	3836
2306	3836
3600	3902
4110	3902
3345	3904
4365	3904
3340	3910
3085	3910
3344	3924
4109	3924
776	3932
3338	3932
2051	3932
2573	3932
264	3962
2049	3962
3333	3966
1293	3966
3346	3996
4621	3996
3589	4024
1294	4024
3591	4032
1806	4032
530	4052
4610	4052
779	4082
2819	4082
3596	4102
3086	4102
278	4120
5633	4120
3603	4154
4878	4154
3599	4226
3854	4226
3332	4230
1037	4230
3335	4240
1805	4240
3592	4246
2062	4246
532	4286
5122	4286
3602	4290
4622	4290
267	4456
2817	4456
3337	4600
2317	4600
3339	4670
2829	4670
1029	44290
1284	44290
1541	45810
1286	45810
4117	46186
5392	46186
5124	47566
1044	47566
4102	48006
1552	48006
2821	48252
1291	48252
5140	49636
1036	50718
3076	50718
4116	50988
5136	50988
5126	51008
1556	51008
3093	51084
5388	51084
1030	51336
1540	51336
1039	51726
3844	51726
3090	51784
4620	51784
2314	52008
2569	52008
1028	52272
5135	52400
3860	52400
1544	52578
2054	52578
1547	52640
2822	52640
2576	52758
4106	52758
2565	52764
1290	52764
1301	52784
5381	52784
4629	52920
5394	52920
1797	53026
1287	53026
1554	53154
4614	53154
5131	53204
2836	53204
4357	53264
1297	53264
3094	53324
5644	53324
1040	53604
4100	53604
5130	53638
2580	53638
4373	53640
5393	53640
5643	53708
2838	53708
4101	53718
1296	53718
2582	53828
5642	53828
2310	53896
1545	53896
5380	53954
1045	53954
5139	54002
4884	54002
5395	54126
4885	54126
4886	54172
5651	54172
4115	54346
4880	54346
4618	54356
2578	54356
3092	54522
5132	54522
5142	54532
5652	54532
4613	54612
1298	54612
2325	54626
5385	54626
1289	54734
2309	54734
4371	54792
4881	54792
1813	54814
5383	54814
3849	54870
2319	54870
4111	54936
3856	54936
4874	54946
2579	54946
2056	55024
4872	55080
2067	55080
1302	55258
5637	55258
5398	55392
5653	55392
1032	55396
2052	55396
1300	55524
5125	55524
2566	55554
1546	55554
2324	55764
5129	55764
3078	55798
1548	55798
2316	55834
3081	55834
4369	56028
4103	56034
1808	56034
4112	56152
4372	56200
5137	56200
